"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"332",332,34,"Private","Some-college",10,"Married-civ-spouse","White","Female",12,">50K"
"333",333,32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",84,">50K"
"334",334,37,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",50,">50K"
"335",335,33,"Private","Bachelors",13,"Never-married","White","Male",45,"<=50K"
"336",336,50,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",80,">50K"
"337",337,32,"Federal-gov","Assoc-acdm",12,"Never-married","Black","Male",40,"<=50K"
"338",338,35,"Private","Bachelors",13,"Never-married","Black","Female",40,"<=50K"
"339",339,37,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"340",340,44,"Private","Some-college",10,"Divorced","White","Male",60,"<=50K"
"341",341,57,"Private","Some-college",10,"Divorced","White","Male",25,"<=50K"
"342",342,29,"Local-gov","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"343",343,55,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"344",344,43,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",25,">50K"
"345",345,43,"Private","Some-college",10,"Married-civ-spouse","White","Male",70,"<=50K"
"346",346,45,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"347",347,33,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Female",8,"<=50K"
"348",348,26,"Private","10th",6,"Divorced","White","Female",40,"<=50K"
"349",349,23,"Private","Some-college",10,"Married-civ-spouse","White","Male",68,"<=50K"
"350",350,41,"Private","7th-8th",4,"Separated","White","Male",40,"<=50K"
"351",351,24,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"352",352,47,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",44,"<=50K"
"353",353,34,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"354",354,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"355",355,28,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,"<=50K"
"356",356,24,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"357",357,23,"Private","HS-grad",9,"Never-married","White","Male",15,"<=50K"
"358",358,43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"359",359,26,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"360",360,58,"Self-emp-not-inc","Doctorate",16,"Married-AF-spouse","White","Female",35,">50K"
"361",361,52,"Private","HS-grad",9,"Widowed","Black","Female",35,"<=50K"
"362",362,29,"Private","11th",7,"Married-civ-spouse","White","Male",99,">50K"
"363",363,47,"Private","11th",7,"Married-civ-spouse","White","Male",35,"<=50K"
"364",364,49,"Private","HS-grad",9,"Divorced","Black","Female",37,"<=50K"
"365",365,40,"Private","11th",7,"Widowed","White","Female",40,"<=50K"
"366",366,62,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"367",367,49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"368",368,50,"Private","Bachelors",13,"Divorced","White","Female",50,">50K"
"369",369,31,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"370",370,48,"Local-gov","Masters",14,"Never-married","White","Female",50,"<=50K"
"371",371,24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"372",372,37,"Private","HS-grad",9,"Separated","Asian-Pac-Islander","Male",60,"<=50K"
"373",373,45,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",45,">50K"
"374",374,36,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",45,"<=50K"
"375",375,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"376",376,41,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"377",377,26,"Private","Assoc-acdm",12,"Never-married","White","Female",20,"<=50K"
"378",378,17,"Private","11th",7,"Never-married","White","Female",25,"<=50K"
"379",379,27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",36,"<=50K"
"380",380,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",65,"<=50K"
"381",381,35,"Private","HS-grad",9,"Never-married","White","Male",55,"<=50K"
"382",382,38,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"383",383,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"384",384,28,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"385",385,38,"Private","Bachelors",13,"Married-civ-spouse","White","Female",24,">50K"
"386",386,36,"Private","11th",7,"Divorced","White","Female",40,"<=50K"
"387",387,33,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"388",388,19,"Private","HS-grad",9,"Never-married","White","Male",70,"<=50K"
"389",389,42,"Federal-gov","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"390",390,50,"Private","10th",6,"Married-civ-spouse","White","Male",40,">50K"
"391",391,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"392",392,37,"State-gov","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"393",393,54,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"394",394,52,"Self-emp-inc","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"395",395,65,"Private","1st-4th",2,"Married-civ-spouse","Other","Male",40,"<=50K"
"396",396,33,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"397",397,25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"398",398,24,"Private","Bachelors",13,"Never-married","White","Male",45,"<=50K"
"399",399,26,"Private","Assoc-voc",11,"Separated","Black","Female",40,"<=50K"
"400",400,39,"Private","HS-grad",9,"Separated","White","Male",40,">50K"
"401",401,59,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"402",402,29,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"403",403,47,"Private","11th",7,"Never-married","White","Female",45,"<=50K"
"404",404,64,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"405",405,21,"Private","HS-grad",9,"Never-married","Other","Male",20,"<=50K"
"406",406,32,"Private","Some-college",10,"Married-civ-spouse","Black","Female",40,">50K"
"407",407,26,"Private","HS-grad",9,"Never-married","Black","Female",37,"<=50K"
"408",408,62,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"409",409,32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"410",410,45,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"411",411,31,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"412",412,32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"413",413,24,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"414",414,25,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"415",415,41,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"416",416,18,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"417",417,44,"Private","Doctorate",16,"Married-civ-spouse","White","Male",55,">50K"
"418",418,40,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"419",419,27,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"420",420,23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"421",421,21,"Private","Some-college",10,"Never-married","Other","Male",40,"<=50K"
"422",422,37,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"423",423,65,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"424",424,43,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"425",425,45,"Private","HS-grad",9,"Never-married","White","Male",44,"<=50K"
"426",426,24,"State-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"427",427,24,"Private","Some-college",10,"Never-married","White","Male",42,"<=50K"
"428",428,19,"Local-gov","Some-college",10,"Never-married","White","Male",35,"<=50K"
"429",429,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",65,">50K"
"430",430,24,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"431",431,34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"432",432,50,"State-gov","HS-grad",9,"Married-civ-spouse","White","Female",39,"<=50K"
"433",433,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"434",434,39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"435",435,44,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",38,"<=50K"
"436",436,45,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"437",437,32,"State-gov","11th",7,"Never-married","White","Male",40,"<=50K"
"438",438,47,"Federal-gov","Masters",14,"Married-civ-spouse","Black","Male",40,">50K"
"439",439,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"440",440,32,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"441",441,19,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"442",442,28,"State-gov","Masters",14,"Divorced","White","Male",10,"<=50K"
"443",443,28,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"444",444,39,"Federal-gov","Masters",14,"Never-married","White","Male",40,">50K"
"445",445,21,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"446",446,73,"Self-emp-not-inc","Some-college",10,"Widowed","White","Female",75,"<=50K"
"447",447,39,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"448",448,25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"449",449,31,"Private","Some-college",10,"Married-AF-spouse","White","Female",20,"<=50K"
"450",450,51,"Private","Some-college",10,"Divorced","White","Female",32,"<=50K"
"451",451,39,"Private","Bachelors",13,"Married-civ-spouse","White","Female",28,"<=50K"
"452",452,31,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"453",453,21,"Private","Some-college",10,"Never-married","Black","Male",17,"<=50K"
"454",454,46,"Private","Bachelors",13,"Divorced","White","Male",50,">50K"
"455",455,73,"Private","HS-grad",9,"Divorced","White","Female",35,"<=50K"
"456",456,41,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"457",457,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"458",458,27,"Private","Assoc-acdm",12,"Never-married","White","Male",30,"<=50K"
"459",459,24,"Private","Bachelors",13,"Never-married","White","Male",35,"<=50K"
"460",460,20,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"461",461,39,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"462",462,27,"Private","Bachelors",13,"Never-married","White","Male",28,"<=50K"
"463",463,33,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"464",464,33,"Private","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"465",465,36,"State-gov","9th",5,"Married-civ-spouse","Black","Male",40,"<=50K"
"466",466,55,"Private","Some-college",10,"Married-civ-spouse","White","Male",36,"<=50K"
"467",467,19,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"468",468,35,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"469",469,34,"Private","5th-6th",3,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"470",470,62,"State-gov","Prof-school",15,"Divorced","White","Female",35,"<=50K"
"471",471,33,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"472",472,39,"Private","9th",5,"Married-civ-spouse","White","Male",55,"<=50K"
"473",473,36,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"474",474,41,"Private","Bachelors",13,"Divorced","White","Female",33,"<=50K"
"475",475,39,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"476",476,18,"Private","HS-grad",9,"Never-married","White","Female",10,"<=50K"
"477",477,61,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"478",478,20,"Federal-gov","Assoc-voc",11,"Never-married","White","Female",36,"<=50K"
"479",479,35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",65,">50K"
"480",480,27,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"481",481,66,"Private","10th",6,"Widowed","White","Female",38,"<=50K"
"482",482,21,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"483",483,20,"Private","Some-college",10,"Never-married","White","Female",18,"<=50K"
"484",484,34,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"485",485,63,"Private","5th-6th",3,"Never-married","White","Female",50,"<=50K"
"486",486,31,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"487",487,41,"Private","Doctorate",16,"Married-civ-spouse","White","Male",60,"<=50K"
"488",488,64,"State-gov","1st-4th",2,"Married-civ-spouse","Other","Male",45,"<=50K"
"489",489,32,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"490",490,30,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"491",491,36,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",72,"<=50K"
"492",492,22,"Private","Some-college",10,"Never-married","White","Male",12,"<=50K"
"493",493,53,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"494",494,50,"Private","HS-grad",9,"Widowed","Amer-Indian-Eskimo","Female",40,"<=50K"
"495",495,36,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"496",496,41,"Self-emp-inc","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"497",497,55,"Private","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"498",498,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"499",499,28,"Private","Bachelors",13,"Never-married","Black","Male",50,"<=50K"
"500",500,24,"Local-gov","Bachelors",13,"Never-married","White","Female",37,"<=50K"
"501",501,60,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"502",502,54,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"503",503,27,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"504",504,30,"Private","Masters",14,"Married-civ-spouse","White","Female",30,"<=50K"
"505",505,54,"Private","HS-grad",9,"Widowed","White","Male",45,"<=50K"
"506",506,44,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"507",507,52,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"508",508,18,"Private","11th",7,"Never-married","White","Male",20,"<=50K"
"509",509,55,"Private","7th-8th",4,"Married-civ-spouse","White","Male",50,"<=50K"
"510",510,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"511",511,37,"Private","Bachelors",13,"Divorced","White","Female",40,">50K"
"512",512,22,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"513",513,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"514",514,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"515",515,48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"516",516,35,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"517",517,21,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,"<=50K"
"518",518,37,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",60,">50K"
"519",519,18,"Private","11th",7,"Never-married","White","Male",25,"<=50K"
"520",520,26,"Private","10th",6,"Divorced","White","Male",35,"<=50K"
"521",521,48,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"522",522,51,"Private","Some-college",10,"Separated","Black","Male",40,">50K"
"523",523,52,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"524",524,32,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"525",525,39,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"526",526,51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"527",527,54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"528",528,21,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"529",529,43,"Private","HS-grad",9,"Separated","Black","Female",40,"<=50K"
"530",530,32,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"531",531,31,"State-gov","Masters",14,"Married-civ-spouse","White","Male",35,">50K"
"532",532,26,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Male",60,"<=50K"
"533",533,35,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"534",534,73,"Private","5th-6th",3,"Married-civ-spouse","White","Male",54,">50K"
"535",535,25,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"536",536,58,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",65,"<=50K"
"537",537,32,"Private","HS-grad",9,"Separated","White","Female",37,"<=50K"
"538",538,28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"539",539,41,"Self-emp-not-inc","Masters",14,"Never-married","White","Female",30,"<=50K"
"540",540,53,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"541",541,49,"Private","HS-grad",9,"Separated","White","Female",35,"<=50K"
"542",542,55,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"543",543,29,"Private","Some-college",10,"Married-civ-spouse","White","Female",50,">50K"
"544",544,28,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",80,"<=50K"
"545",545,44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"546",546,41,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
